Asset,Model,Input Type,Feature Type,Strategy,Validation Sharpe,Validation Precision,Validation Recall,Validation Avg Return,Test Sharpe,Test Precision,Test Recall,Test Avg Return
BTC,Logistic Regression,candle,extended,short,0.15158144787209119,0.711864406779661,0.01557285873192436,0.0013960510412504297,0.0588760546821271,0.5833333333333334,0.04332333083270818,0.0003262979425658246
BTC,GRU,candle,extended,short,-0.05699099384183372,0.6,0.012818131153631803,-0.00038801462586457913,0.034791647781140654,0.5772727272727273,0.07161654135338345,0.0001740060615012797
BTC,GRU,ohlc,extended,short,0.003095698915397523,0.6125827814569537,0.03436745309307078,1.972675247667203e-05,0.0013402474941744704,0.5643203883495146,0.08740601503759399,1.9761562028163744e-05
BTC,LightGBM,candle,extended,short,-0.03331165996145742,0.6005154639175257,0.0431961438635521,-0.00019009103125371664,0.03116371512931869,0.5414266725742135,0.22918229557389347,0.00015313482357833788
BTC,Logistic Regression,ohlc,extended,short,0.003639546431163505,0.5737775854608395,0.24582869855394884,2.8388676939550405e-05,-0.004380468910698984,0.5310838445807771,0.48705926481620404,-1.0637884361913707e-05
BTC,LightGBM,ohlc,extended,short,0.017722969234350308,0.5421545667447307,0.08583611420096403,8.654444580670678e-05,0.007719510716558241,0.5288816058992216,0.24212303075768943,5.539343691803511e-05
BTC,XGBoost,ohlc,extended,short,-0.008612834213051491,0.5450145208131656,0.10437523173896923,-3.4745858780857543e-05,0.010982306571638964,0.5285714285714286,0.24287321830457614,6.937865422216583e-05
BTC,RSI,rule,rule,short,-0.012310048264107408,0.5420277296360485,0.46419294990723564,-6.734605775079434e-05,-0.017340016495977773,0.5228869895536562,0.5167042042042042,-0.00011103389244969495
BTC,Logistic Regression,candle,raw,short,-0.028774637209703646,0.5077720207253886,0.018168335187245088,-0.00026598690732836534,0.06815035467821523,0.5215453194650818,0.06582895723930983,0.0003482387521148792
BTC,XGBoost,candle,extended,short,-0.023445958772949825,0.5351617440225035,0.1410826844642195,-0.00013831530645984976,-0.018999012185993567,0.5031918888471648,0.25131282820705175,-0.00010432901118397196
BTC,Logistic Regression,ohlc,raw,short,-0.022327222908627677,0.5357142857142857,0.04171301446051168,-5.186898017371336e-05,-0.008180377437557935,0.5002936857562408,0.6389722430607652,-3.288704637553044e-05
BTC,GRU,candle,raw,short,0.06212150546507292,0.5305522914218567,0.16775032509752927,0.00020909530089604562,-6.10798990678338e-05,0.49933598937583,0.706766917293233,1.238410370732473e-05
BTC,LightGBM,candle,raw,short,-0.0037177204054802677,0.5124250214224507,0.22172784575454207,-6.952568920099629e-06,-0.003577045608088639,0.49908223201174745,0.509939984996249,-6.114420823938776e-06
BTC,LightGBM,ohlc,raw,short,0.03152801056061294,0.539568345323741,0.013904338153503892,0.00012925902482937595,-0.0061488872754934636,0.49727767695099817,0.05138784696174044,-1.9089476838309323e-05
