Asset,Model,Input Type,Feature Type,Strategy,Validation Sharpe,Validation Precision,Validation Recall,Validation Avg Return,Test Sharpe,Test Precision,Test Recall,Test Avg Return
BTC,GRU,candle,extended,long_short,0.060921621579232706,0.8342391304347826,0.011189961875916489,0.000538518634622298,0.13386140195261076,0.6501145287958114,0.012936251055446102,0.001270623810981625
BTC,GRU,ohlc,extended,long_short,0.11141132315785596,0.8187250996015936,0.014620991958256653,0.00040143682051036616,0.08963002865906466,0.6416184971098265,0.009893048128342246,0.0005342969768411068
BTC,Logistic Regression,ohlc,extended,long_short,0.015217355598601528,0.8081180811808117,0.015126905166372056,0.00014369381291497667,0.22656788619009477,0.6388888888888888,0.006137697918519837,0.0016649603734643626
BTC,Logistic Regression,candle,raw,long_short,0.02441181073923049,0.7566899360093078,0.15926527280808817,0.00011332003908953893,0.08436799058630642,0.6347604259094942,0.1044442806574264,0.0004048956931965491
BTC,LightGBM,candle,extended,long_short,0.2393600926962161,0.7415300546448087,0.011623933233007132,0.0013611739708059532,0.14261030781149026,0.5873200442967885,0.0234076765499861,0.0007576575132816876
BTC,LightGBM,ohlc,extended,long_short,0.07420303111517679,0.6103216155572176,0.011904690376709262,0.0004420957869643869,0.0704011386753776,0.5524022108843537,0.026329600991245854,0.00036804686314649673
BTC,RSI,rule,rule,long_short,-0.006943589858038306,0.5485428694994816,0.4777278927161831,-3.093331065747414e-05,0.0034005029147428562,0.5392986479801707,0.4714172498415111,3.189892640128408e-05
BTC,XGBoost,ohlc,extended,long_short,0.019453085030827853,0.5488075821222753,0.1505611671379221,0.00011265920286048201,0.02488570381951156,0.5360519245055317,0.19140676247161775,0.000125263877908233
BTC,XGBoost,candle,extended,long_short,-0.008845007390109308,0.5316248109073044,0.19709355104412551,-3.9627835753155475e-05,0.0073966723879348465,0.5264887298202863,0.25121298226175476,5.255601223134296e-05
BTC,Logistic Regression,candle,extended,long_short,0.13424146715317592,0.8395833333333333,0.014952195513520204,0.0008180395935303427,0.13633954987069494,0.5225453013063632,0.01887231837313536,0.0010766369694125485
BTC,GRU,ohlc,raw,long_short,0.030408135123555335,0.529090055737931,0.150223467050426,0.0001696178011448741,0.006560416283407948,0.5127137733046452,0.2851917561282887,4.648426588697936e-05
BTC,XGBoost,candle,raw,long_short,0.018351890416013126,0.5157362721884567,0.10862273917230751,0.00010166281322700518,-0.006508750516202339,0.5096467993356361,0.1455934889700009,-2.303768916299031e-05
BTC,XGBoost,ohlc,raw,long_short,0.006505339969705129,0.5047108226230601,0.19426031057327864,5.1341204590432834e-05,0.03179162619614617,0.5037854949168938,0.20187392071287702,0.00014543840772143497
BTC,LightGBM,ohlc,raw,long_short,0.06262549082770004,0.6191428571428572,0.02497703806454016,0.00041356546645366504,0.007330252533660183,0.5010964912280702,0.025090293432635868,5.2477152312018696e-05
BTC,GRU,candle,raw,long_short,0.06570875523111636,0.7652761457109283,0.08396538268589925,0.00022011517752619503,-6.10798990678338e-05,0.49933598937583,0.3533834586466165,1.238410370732473e-05
