datetime,asset,model,feature_set,strategy_mode,cost_regime,signal,trade_action,is_trade_event,y_prob,position,position_change,transaction_cost,raw_return,gross_return,net_return,gross_equity_curve,net_equity_curve
2024-10-03 07:00:00+00:00,BTC,CNN,ohlc_extended,long_only,with_cost,FLAT,HOLD,0,0.47458258,0.0,0.0,0.0,-0.0093884384335094,-0.0,-0.0,1.0,1.0
2024-10-03 08:00:00+00:00,BTC,CNN,ohlc_extended,long_only,with_cost,FLAT,HOLD,0,0.54238254,0.0,0.0,0.0,0.006072174172383,0.0,0.0,1.0,1.0
2024-10-03 09:00:00+00:00,BTC,CNN,ohlc_extended,long_only,with_cost,FLAT,HOLD,0,0.53953874,0.0,0.0,0.0,0.0050312513998571,0.0,0.0,1.0,1.0
2024-10-03 10:00:00+00:00,BTC,CNN,ohlc_extended,long_only,with_cost,FLAT,HOLD,0,0.47326726,0.0,0.0,0.0,-0.0042809636158239,-0.0,-0.0,1.0,1.0
2024-10-03 11:00:00+00:00,BTC,CNN,ohlc_extended,long_only,with_cost,FLAT,HOLD,0,0.47590634,0.0,0.0,0.0,-0.0048511694201555,-0.0,-0.0,1.0,1.0
2024-10-03 12:00:00+00:00,BTC,CNN,ohlc_extended,long_only,with_cost,FLAT,HOLD,0,0.5424119,0.0,0.0,0.0,-0.0014534491925327,-0.0,-0.0,1.0,1.0
2024-10-03 13:00:00+00:00,BTC,CNN,ohlc_extended,long_only,with_cost,FLAT,HOLD,0,0.5398847,0.0,0.0,0.0,-0.0034786822443618,-0.0,-0.0,1.0,1.0
2024-10-03 14:00:00+00:00,BTC,CNN,ohlc_extended,long_only,with_cost,FLAT,HOLD,0,0.54081625,0.0,0.0,0.0,0.0078024649666845,0.0,0.0,1.0,1.0
2024-10-03 15:00:00+00:00,BTC,CNN,ohlc_extended,long_only,with_cost,FLAT,HOLD,0,0.506109,0.0,0.0,0.0,-0.0078083490678826,-0.0,-0.0,1.0,1.0
2024-10-03 16:00:00+00:00,BTC,CNN,ohlc_extended,long_only,with_cost,FLAT,HOLD,0,0.5441097,0.0,0.0,0.0,0.0077119079430774,0.0,0.0,1.0,1.0
2024-10-03 17:00:00+00:00,BTC,CNN,ohlc_extended,long_only,with_cost,FLAT,HOLD,0,0.49356788,0.0,0.0,0.0,0.0014894775036284,0.0,0.0,1.0,1.0
