Model,Input Type,Feature Type,Strategy,Validation Sharpe,Validation Precision,Validation Recall,Validation Avg Return,Test Sharpe,Test Precision,Test Recall,Test Avg Return
Logistic Regression,candle,extended,long,-0.028198345052072783,0.6088709677419355,0.027514577259475217,-0.0004948043166988687,0.23329823727380067,0.66875,0.019412191582002903,0.003753054537979908
Logistic Regression,ohlc,extended,long,0.004695536038849279,0.6164874551971327,0.03134110787172012,7.932988821601606e-05,0.13682964687350532,0.6412213740458015,0.030478955007256895,0.0026498497033864985
LightGBM,candle,extended,long,0.015931883265959425,0.651685393258427,0.010568513119533527,0.0003693078311284178,0.10252108403416792,0.6173913043478261,0.01288098693759071,0.0025245350147501833
Logistic Regression,ohlc,raw,long,-0.059252105180343344,0.6547619047619048,0.010021865889212828,-0.0014544115855533446,0.10642828944128008,0.5902004454342984,0.04807692307692308,0.0019711847988844312
GRU,candle,extended,long,-0.017099386368841497,0.6634615384615384,0.012595837897042717,-0.00043416599778090296,0.04921221878152902,0.5822784810126582,0.016721192293711377,0.0009534968853406835
XGBoost,ohlc,extended,long,0.0136603199009797,0.5608695652173913,0.07051749271137027,0.00014336757766726462,0.038341521091416926,0.5614250614250614,0.0829100145137881,0.0004982176989071752
LightGBM,ohlc,extended,long,-0.01899725224819586,0.6238532110091743,0.01239067055393586,-0.000400570732293189,0.14955219303865613,0.5609756097560976,0.016690856313497822,0.002478509299180306
GRU,ohlc,extended,long,-0.02254052405275809,0.6097560975609756,0.022818546914932458,-0.0004633191794700864,0.060745755082663826,0.5454545454545454,0.003271537622682661,0.0011031855584315668
XGBoost,candle,extended,long,-0.0032869822206959324,0.5636588380716935,0.08309037900874636,-3.0059280502799615e-05,0.014605145890966323,0.5405071119356833,0.15856313497822933,0.00016564752959654887
LightGBM,ohlc,raw,long,-0.055801677587950294,0.5436681222707423,0.045371720116618074,-0.00045932040737474726,0.12431127536585093,0.5344827586206896,0.005624092888243832,0.0012003668188995892
RSI,rule,rule,long,0.006919276530754067,0.549043549043549,0.4917973022238425,5.499574794015828e-05,0.009326294202155373,0.5310330747243773,0.4720508166969147,9.653943381689538e-05
GRU,candle,raw,long,0.0026232336199950705,0.5069466371960846,0.586162833150785,2.3203929583707957e-05,0.014840587433538183,0.510173802458669,0.43747728098873134,0.00016047953351145061
GRU,ohlc,raw,long,0.05043705071275676,0.5625587958607714,0.10916392844103688,0.0004289342291153084,0.033840256443042005,0.50625,0.014721919302071973,0.00021601136314981748
Logistic Regression,candle,raw,long,0.004283650685305994,0.510908168442415,0.5504737609329446,3.439223385370088e-05,0.03677631409090683,0.5040387722132472,0.05660377358490566,0.00037015738300435845
XGBoost,ohlc,raw,long,-0.01735389171624,0.5450236966824644,0.04190962099125364,-0.00015535174144862228,-0.013549588972689786,0.5022590361445783,0.12100870827285921,-8.808637107468869e-05
SMA,rule,rule,long,0.024399096596182012,0.5341463414634147,0.040087863811092805,0.00039939277715011557,0.05682127940290055,0.5005359056806002,0.08503277494537509,0.0009700849631740482
XGBoost,candle,raw,long,-0.03566226281223754,0.5297619047619048,0.032434402332361514,-0.0003571968631602304,-0.06400259451603012,0.4946727549467275,0.0589622641509434,-0.0007467278120786125
LightGBM,candle,raw,long,-0.06932605335539628,0.5288220551378446,0.03844752186588921,-0.0007640512723254913,0.014762622904731118,0.4642857142857143,0.01650943396226415,0.0002518540443960785
